"","INDEX","TARGET","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"133",171,5016,0,44,0,10,146338.44250283,"No",0,"z_No","M","Masters","",21.298755598788,"Commercial",22620,1,"Panel Truck","no",37211,3,"Yes",3,10,"Highly Urban/ Urban"
"134",172,3354,0,47,0,12,47235.4876166942,"No",205801.296242097,"z_No","M","z_High School","z_Blue Collar",26.5337256952593,"Private",10920,4,"Pickup","yes",9933,2,"No",2,1,"Highly Urban/ Urban"
"135",173,5911,0,48,0,10,7302.31250002587,"No",NA,"z_No","z_F","<High School","Student",27.489403813635,"Private",7030,10,"z_SUV","no",3564,1,"No",3,1,"Highly Urban/ Urban"
"136",175,3998,0,58,0,14,37991.2668665302,"No",NA,"z_No","z_F","z_High School","Manager",22.7583260471673,"Private",14000,4,"Sports Car","no",0,0,"Yes",2,1,"Highly Urban/ Urban"
"137",176,3854,0,37,2,13,133335.080683365,"Yes",0,"z_No","z_F","Bachelors","z_Blue Collar",15.3981142697862,"Commercial",21740,1,"z_SUV","no",975,2,"No",6,13,"Highly Urban/ Urban"
"138",177,3231,1,58,2,17,3271.59244899334,"No",0,"Yes","M","<High School","Student",42.0562465299011,"Private",7200,1,"Minivan","yes",5086,2,"No",2,5,"Highly Urban/ Urban"
"139",178,4611.02392838137,0,38,2,14,58832.7622533289,"No",193644.403245658,"Yes","M","Bachelors","z_Blue Collar",40.9310800513152,"Commercial",17680,1,"Van","yes",0,0,"Yes",2,10,"Highly Urban/ Urban"
"140",179,917,0,72,0,16,63889.8580476205,"No",256796.596435453,"Yes","z_F","Masters","Lawyer",41.2165801654334,"Private",9100,7,"Sports Car","no",4448,3,"No",0,6,"Highly Urban/ Urban"
"141",180,9162.0963588154,0,40,0,9,5252.67033593632,"No",77462.9603021845,"z_No","z_F","z_High School","Student",23.2110621343796,"Commercial",23600,4,"Pickup","no",0,0,"No",0,1,"Highly Urban/ Urban"
"142",181,3829,0,32,3,8,NA,"Yes",193565.695165507,"z_No","z_F","Bachelors","Clerical",42.7098953499755,"Private",7080,4,"Sports Car","no",0,0,"No",0,11,"Highly Urban/ Urban"
"143",182,4846,0,57,0,14,200771.9243376,"No",465303.687836771,"z_No","z_F","PhD","Doctor",26.9928764349784,"Private",9270,1,"z_SUV","no",0,0,"No",0,NA,"Highly Urban/ Urban"
"144",183,6409,0,53,0,13,108743.607576693,"No",333038.755635294,"Yes","M","Masters","",5,"Commercial",5430,1,"Pickup","yes",3267,1,"No",0,NA,"Highly Urban/ Urban"
"145",184,3844,0,44,1,11,48374.4029537392,"No",215390.675742485,"Yes","M","z_High School","z_Blue Collar",47.8675163570988,"Commercial",34640,1,"Panel Truck","no",0,0,"No",0,8,"Highly Urban/ Urban"
"146",185,2595,0,27,0,8,NA,"No",0,"z_No","z_F","<High School","z_Blue Collar",35.4542176484032,"Commercial",24340,1,"Pickup","no",4599,1,"No",2,4,"Highly Urban/ Urban"
"147",187,22134.2841946771,0,35,0,11,85429.5080979929,"No",0,"z_No","z_F","Bachelors","z_Blue Collar",13.9205626015448,"Commercial",13540,1,"z_SUV","no",8062,2,"No",2,1,"Highly Urban/ Urban"
"148",188,60838.1039398413,0,48,0,11,81084.1630484111,"No",0,"z_No","z_F","Bachelors","Professional",41.5294369243856,"Private",27360,1,"Sports Car","no",2860,1,"No",4,9,"Highly Urban/ Urban"
"149",189,2705,0,36,0,12,204372.955058228,"No",NA,"Yes","M","PhD","",19.8147403648186,"Commercial",5100,6,"Pickup","no",3423,3,"No",0,20,"Highly Urban/ Urban"
"150",190,16840.1208266984,3,62,3,16,33994.8819763981,"No",136008.26372401,"Yes","M","<High School","z_Blue Collar",41.7399465279351,"Private",7700,4,"z_SUV","yes",8002,3,"No",4,1,"Highly Urban/ Urban"
"151",191,4423,0,55,0,10,39405.0308300326,"No",161356.880297994,"Yes","M","Masters","",28.4902353742682,"Commercial",10940,1,"Pickup","yes",0,0,"Yes",1,14,"Highly Urban/ Urban"
"152",192,5363,0,59,0,12,155409.655052094,"No",422815.097304298,"Yes","M","Bachelors","Manager",40.1266030738208,"Commercial",33330,7,"Panel Truck","yes",4765,3,"No",4,10,"Highly Urban/ Urban"
"153",194,5494.69769891543,0,24,1,12,94565.8635060442,"Yes",239141.618009223,"z_No","z_F","Masters","",33.7387956441958,"Private",3900,1,"z_SUV","no",0,0,"No",2,16,"Highly Urban/ Urban"
"154",196,4194,0,48,0,11,26874.7853362589,"No",0,"z_No","M","z_High School","Clerical",18.2852072395808,"Commercial",10450,1,"Pickup","no",3830,1,"No",8,6,"Highly Urban/ Urban"
"155",197,5061,1,42,3,11,99268.9741597234,"Yes",306012.491355879,"z_No","M","Bachelors","Professional",34.2853625398904,"Commercial",25910,7,"Panel Truck","yes",45894,2,"Yes",1,10,"Highly Urban/ Urban"
"156",198,5190,0,60,0,11,NA,"No",290874.608660237,"z_No","M","Masters","",43.9158357848867,"Commercial",22780,4,"Panel Truck","yes",8400,1,"No",0,22,"Highly Urban/ Urban"
"157",199,3038.02480248515,0,21,1,8,18483.3829345973,"Yes",0,"z_No","z_F","z_High School","Clerical",20.2738952277835,"Private",8150,1,"Sports Car","no",7781,2,"No",3,1,"Highly Urban/ Urban"
"158",200,1030,0,50,0,9,58628.3333399915,"No",0,"z_No","M","Masters","Lawyer",14.470255670844,"Private",12360,1,"Minivan","yes",0,0,"No",0,15,"Highly Urban/ Urban"
"159",201,5109,0,59,0,11,8213.2746991123,"No",0,"z_No","z_F","z_High School","Home Maker",60.9765278151174,"Private",8840,6,"z_SUV","no",2479,3,"No",6,5,"Highly Urban/ Urban"
"160",202,2424,0,30,3,11,75891.2248188047,"No",222951.812562155,"Yes","M","Masters","",33.0740078107804,"Commercial",4500,4,"Pickup","no",3919,1,"No",1,20,"Highly Urban/ Urban"
"161",203,27495.9304522535,1,42,1,9,61995.2728281921,"Yes",0,"z_No","z_F","Bachelors","Professional",52.3904702595257,"Private",36080,1,"Minivan","no",0,0,"No",3,8,"Highly Urban/ Urban"
"162",204,5862,1,38,2,11,22938.4019347063,"Yes",0,"z_No","z_F","z_High School","Clerical",38.0649795763866,"Private",14170,4,"z_SUV","no",9785,2,"No",0,1,"z_Highly Rural/ Rural"
"163",205,3960,0,32,0,10,16118.4703837413,"No",0,"z_No","z_F","<High School","z_Blue Collar",43.6553266407809,"Private",6380,1,"z_SUV","no",7223,1,"No",4,1,"Highly Urban/ Urban"
"164",206,1226,0,41,0,10,50330.7155024832,"No",0,"z_No","z_F","Bachelors","z_Blue Collar",23.0367408154743,"Commercial",18870,4,"Pickup","no",5581,2,"No",7,1,"Highly Urban/ Urban"
"165",207,2471.29033741823,2,37,2,5,NA,"No",235986.619270092,"Yes","M","Bachelors","Clerical",49.7121245035828,"Private",11270,1,"Minivan","yes",0,0,"No",3,1,"Highly Urban/ Urban"
"166",208,3435,0,26,3,13,14821.6635553885,"Yes",NA,"z_No","z_F","<High School","Clerical",5,"Private",8830,10,"Sports Car","no",7486,3,"No",9,1,"Highly Urban/ Urban"
"167",209,2838,0,51,0,13,51513.307635305,"No",0,"z_No","M","Masters","Lawyer",42.0261330466373,"Private",6650,4,"Minivan","no",33388,2,"Yes",4,17,"Highly Urban/ Urban"
"168",210,4402,0,36,0,0,0,"No",68436.1167724712,"z_No","z_F","PhD","Home Maker",61.6626521696303,"Private",2680,6,"Sports Car","no",0,0,"No",0,21,"Highly Urban/ Urban"
"169",211,5722,0,54,0,8,55741.9267483653,"No",186013.055067699,"Yes","z_F","z_High School","z_Blue Collar",51.6232006896386,"Commercial",15810,10,"z_SUV","no",9718,3,"Yes",2,9,"Highly Urban/ Urban"
"170",214,2962.10176965375,1,42,2,10,36230.1666022824,"Yes",158234.080319339,"z_No","z_F","<High School","z_Blue Collar",41.735133424806,"Private",6480,4,"z_SUV","no",9773,2,"No",1,5,"Highly Urban/ Urban"
"171",215,4405,0,32,1,14,42666.569252367,"Yes",NA,"z_No","M","Bachelors","Professional",29.9153073945725,"Commercial",8130,6,"Pickup","yes",5398,1,"No",3,1,"Highly Urban/ Urban"
"172",216,5378,1,42,1,12,71686.1321890351,"Yes",0,"z_No","z_F","Bachelors","Professional",37.2094617084407,"Private",12870,10,"Sports Car","no",5982,2,"No",2,10,"Highly Urban/ Urban"
"173",218,834.520691455506,0,28,0,9,13409.69807611,"No",0,"Yes","M","z_High School","Student",26.8064473769584,"Private",4500,7,"Pickup","no",5575,2,"No",2,10,"Highly Urban/ Urban"
"174",219,2931,0,42,1,11,200927.835805084,"No",513817.288924177,"Yes","M","PhD","Manager",25.4974325098401,"Commercial",5600,1,"Pickup","no",4020,1,"No",2,14,"Highly Urban/ Urban"
"175",220,4578,0,30,2,11,13489.7171547625,"No",95446.6278388798,"Yes","M","z_High School","Student",5,"Commercial",5850,10,"Pickup","no",31401,3,"Yes",1,1,"Highly Urban/ Urban"
"176",221,2982,0,33,1,12,92059.5448652279,"Yes",0,"z_No","z_F","Bachelors","Professional",24.1796386786111,"Private",14010,5,"z_SUV","no",0,0,"No",0,10,"Highly Urban/ Urban"
"177",222,6331.19941966357,0,57,0,13,27280.6001109713,"No",198618.90073741,"Yes","z_F","z_High School","Home Maker",24.0146058607841,"Private",22470,4,"z_SUV","no",0,0,"Yes",1,1,"Highly Urban/ Urban"
"178",224,5040,0,40,0,11,32264.9697785709,"No",0,"z_No","z_F","z_High School","Clerical",46.499252463806,"Private",8730,3,"Minivan","no",3979,1,"No",7,1,"Highly Urban/ Urban"
"179",225,4539,0,56,0,13,44320.4603659484,"No",166534.76807751,"Yes","z_F","Bachelors","Clerical",47.5200762032256,"Commercial",12160,1,"Pickup","no",3211,1,"No",7,15,"Highly Urban/ Urban"
"180",227,2408,0,42,2,14,73694.4643011331,"No",224623.279604078,"Yes","z_F","Bachelors","Professional",36.6230625563269,"Private",5730,1,"z_SUV","no",0,0,"Yes",0,11,"Highly Urban/ Urban"
"181",229,2233,1,41,1,11,182781.52343277,"Yes",0,"z_No","M","PhD","",36.2302329683227,"Commercial",23880,3,"Panel Truck","no",5639,2,"Yes",5,14,"Highly Urban/ Urban"
"182",231,4214,0,28,4,12,94675.1721953854,"Yes",291875.849890865,"z_No","M","Masters","",47.4362474369035,"Private",10320,6,"Pickup","no",0,0,"No",3,17,"Highly Urban/ Urban"
"183",232,5834.72756254819,0,57,1,0,0,"No",83842.5324816178,"Yes","z_F","<High School","Home Maker",35.9366628634449,"Private",9180,1,"z_SUV","no",2933,2,"No",8,1,"Highly Urban/ Urban"
"184",233,1418,2,40,3,16,96613.4923865744,"Yes",296274.401413527,"z_No","z_F","Bachelors","Professional",30.29104079417,"Private",24010,1,"Minivan","no",4426,2,"No",3,5,"Highly Urban/ Urban"
"185",234,2439,0,53,0,11,27045.3927732605,"No",161922.018055802,"Yes","M","Bachelors","Clerical",53.5866399300348,"Commercial",6800,6,"Pickup","no",6523,3,"No",4,7,"Highly Urban/ Urban"
"186",235,1062,0,48,0,11,75983.6293995208,"No",0,"z_No","z_F","z_High School","z_Blue Collar",42.1793429642579,"Commercial",37310,1,"Sports Car","no",40386,3,"Yes",1,2,"Highly Urban/ Urban"
"187",236,3338,0,38,0,9,57889.5037034162,"No",0,"z_No","z_F","Bachelors","Clerical",18.8266266868124,"Commercial",25280,1,"Pickup","no",0,0,"Yes",2,13,"Highly Urban/ Urban"
"188",237,4312,0,44,2,14,26377.3683373631,"Yes",169045.469607802,"z_No","M","z_High School","Clerical",30.2091568207727,"Private",8540,1,"Minivan","yes",4236,3,"No",3,1,"Highly Urban/ Urban"
"189",238,2569,0,24,1,7,6862.2009844864,"Yes",0,"z_No","z_F","Bachelors","Clerical",37.9414102131713,"Private",2190,1,"z_SUV","yes",11226,1,"No",4,9,"Highly Urban/ Urban"
"190",239,3079,0,52,0,0,NA,"No",0,"Yes","z_F","z_High School","Student",21.6103015171134,"Private",1500,1,"Sports Car","no",0,0,"No",0,7,"Highly Urban/ Urban"
"191",240,10899.5910922718,0,57,0,12,210810.706560201,"No",0,"z_No","M","Masters","",7.33303250099442,"Commercial",28280,1,"Panel Truck","yes",3542,1,"No",4,17,"Highly Urban/ Urban"
"192",242,8809.43804656954,2,42,3,17,28916.3238607565,"No",115936.929430704,"Yes","z_F","<High School","Clerical",42.8368380295015,"Private",8300,4,"Sports Car","no",958,1,"No",4,7,"Highly Urban/ Urban"
"193",244,3771,1,41,2,15,105562.869272177,"No",306853.658695379,"Yes","z_F","Masters","Lawyer",22.9030448060981,"Private",27520,7,"Pickup","no",35585,2,"Yes",0,18,"Highly Urban/ Urban"
"194",245,2668,0,50,0,0,0,"No",0,"z_No","z_F","z_High School","Home Maker",37.2378554997717,"Private",6500,3,"Sports Car","no",0,0,"No",0,1,"Highly Urban/ Urban"
"195",246,4488,0,43,1,8,23920.925850576,"Yes",0,"z_No","z_F","z_High School","Clerical",24.5465939400577,"Private",14070,21,"Sports Car","no",3805,1,"No",2,1,"Highly Urban/ Urban"
"196",247,6868,0,33,1,NA,112942.845169415,"No",307155.034799077,"Yes","z_F","PhD","Lawyer",29.1891098066814,"Private",16090,2,"Sports Car","no",0,0,"No",0,19,"Highly Urban/ Urban"
"197",248,5811,1,45,1,10,36364.6956681987,"Yes",0,"z_No","M","z_High School","Clerical",47.9482539957074,"Private",20010,4,"Minivan","no",0,0,"No",3,8,"Highly Urban/ Urban"
"198",250,6755,0,35,2,10,99324.5459371182,"Yes",253542.269199492,"z_No","z_F","Bachelors","z_Blue Collar",40.3133958964694,"Commercial",20870,9,"z_SUV","no",1994,2,"No",3,15,"Highly Urban/ Urban"
"199",251,5455,0,43,0,9,215536.282322049,"No",525565.869643046,"Yes","M","PhD","",38.2267580186641,"Commercial",36390,6,"Panel Truck","yes",0,0,"No",1,13,"Highly Urban/ Urban"
"200",252,6849,0,50,0,9,180782.821915183,"No",486014.963861249,"Yes","z_F","PhD","",42.3078877168079,"Commercial",36690,1,"Van","no",0,0,"No",1,16,"Highly Urban/ Urban"
"201",253,1909,0,38,0,11,71262.5201371091,"No",193720.234824968,"Yes","z_F","Bachelors","z_Blue Collar",33.7571383402614,"Commercial",14980,9,"z_SUV","no",29447,1,"Yes",0,9,"Highly Urban/ Urban"
"202",254,20539.9813010187,0,33,2,14,58973.0409200049,"No",197612.980257297,"Yes","M","z_High School","z_Blue Collar",26.3870952979616,"Commercial",10580,1,"Pickup","yes",0,0,"No",1,1,"Highly Urban/ Urban"
"203",255,7443,1,36,1,11,109631.037185362,"No",277683.409577837,"Yes","z_F","Bachelors","z_Blue Collar",14.5430180378401,"Commercial",29960,10,"Minivan","no",0,0,"No",0,12,"Highly Urban/ Urban"
"204",256,962,0,35,2,13,8745.74609258933,"No",127941.499928013,"Yes","z_F","z_High School","z_Blue Collar",50.3708004559882,"Commercial",5370,1,"z_SUV","no",0,0,"No",6,1,"Highly Urban/ Urban"
"205",257,4439,0,49,0,0,0,"No",0,"z_No","z_F","Bachelors","Home Maker",52.2176359860734,"Private",6400,3,"z_SUV","no",0,0,"No",5,9,"Highly Urban/ Urban"
"206",258,2203,0,55,0,13,74384.6993538295,"No",NA,"z_No","z_F","Bachelors","Professional",61.0990223739174,"Private",12520,9,"z_SUV","no",8533,1,"Yes",7,12,"z_Highly Rural/ Rural"
"207",259,6255,1,39,1,12,NA,"Yes",0,"z_No","M","<High School","Clerical",39.533162609394,"Commercial",5400,6,"Pickup","yes",0,0,"No",4,1,"Highly Urban/ Urban"
"208",260,2303,0,40,1,13,37957.9079669742,"Yes",0,"z_No","M","Bachelors","Clerical",44.7707269687735,"Private",13890,4,"Minivan","no",15849,1,"Yes",0,10,"Highly Urban/ Urban"
"209",261,5181,0,33,1,11,13811.9257568084,"No",NA,"Yes","z_F","z_High School","Student",48.8160634070075,"Private",4800,1,"z_SUV","no",0,0,"No",0,1,"Highly Urban/ Urban"
"210",262,2553,0,41,0,9,18938.8564005249,"No",0,"z_No","M","<High School","z_Blue Collar",50.1470162513726,"Private",5600,1,"Minivan","no",41669,3,"Yes",1,1,"Highly Urban/ Urban"
"211",263,22180.3670229524,0,38,0,11,48207.1183826883,"No",179539.088384145,"z_No","z_F","z_High School","Clerical",38.1198321406581,"Private",10120,3,"z_SUV","no",1842,3,"No",4,8,"Highly Urban/ Urban"
"212",264,2398,0,32,2,0,0,"Yes",0,"z_No","z_F","z_High School","Home Maker",28.0854737282138,"Private",10120,1,"z_SUV","no",3928,2,"No",1,8,"Highly Urban/ Urban"
"213",265,5600,0,48,0,12,30377.4543817853,"No",137864.551546576,"Yes","z_F","z_High School","z_Blue Collar",29.2340776010518,"Commercial",6300,1,"z_SUV","no",0,0,"Yes",0,12,"Highly Urban/ Urban"
"214",266,3282,0,30,2,12,106721.897681424,"Yes",0,"z_No","z_F","Bachelors","Manager",43.0477222397407,"Private",26520,7,"Sports Car","no",0,0,"No",0,13,"Highly Urban/ Urban"
"215",267,3337,2,43,3,14,12284.0616127582,"No",100519.450559308,"Yes","z_F","z_High School","Clerical",43.1787154073991,"Private",26710,17,"Pickup","no",0,0,"No",0,7,"Highly Urban/ Urban"
"216",268,20432.9233285325,2,42,2,8,57378.6481456388,"Yes",0,"z_No","z_F","z_High School","z_Blue Collar",37.0332498074423,"Commercial",9420,6,"Sports Car","no",5858,2,"No",2,1,"Highly Urban/ Urban"
"217",269,6075,0,41,2,13,NA,"Yes",0,"z_No","z_F","z_High School","Clerical",35.2338722090962,"Private",11830,4,"z_SUV","no",7645,2,"No",1,1,"Highly Urban/ Urban"
"218",270,3753,1,42,2,9,44660.728375458,"No",NA,"Yes","z_F","Masters","Lawyer",50.5393838506792,"Private",25750,1,"z_SUV","no",7637,2,"No",3,9,"Highly Urban/ Urban"
"219",271,2804,0,23,3,10,27239.1153786372,"Yes",0,"z_No","M","z_High School","Clerical",53.4406325863851,"Private",6520,3,"Pickup","yes",0,0,"No",5,1,"Highly Urban/ Urban"
"220",272,2088,1,42,3,13,42891.4840954804,"No",197172.549659323,"Yes","z_F","z_High School","Clerical",25.9742957818904,"Private",22150,15,"z_SUV","no",3790,2,"No",0,6,"Highly Urban/ Urban"
"221",273,2479,0,43,0,12,66100.8471624618,"No",247991.049662637,"Yes","z_F","Masters","Lawyer",42.0046678124968,"Private",12410,1,"z_SUV","no",0,0,"No",0,14,"Highly Urban/ Urban"
"222",274,4544,0,26,3,11,28725.7205058177,"No",119209.762262105,"Yes","M","z_High School","Clerical",39.7971299666907,"Private",17370,1,"Van","no",7081,3,"No",0,9,"z_Highly Rural/ Rural"
"223",275,9863.15914588742,0,30,0,11,112686.884409779,"No",292963.782734486,"z_No","M","z_High School","Manager",24.1589307502583,"Private",12770,1,"Minivan","yes",0,0,"No",0,1,"Highly Urban/ Urban"
"224",276,3971,1,52,1,12,50725.7554843776,"Yes",220287.967736321,"z_No","M","Bachelors","Manager",12.4314617686763,"Private",1500,7,"Minivan","no",0,0,"No",0,10,"Highly Urban/ Urban"
"225",277,2160,0,56,0,14,63534.6008047795,"No",0,"z_No","z_F","z_High School","z_Blue Collar",50.9400878899958,"Commercial",13450,11,"Sports Car","no",30094,4,"Yes",1,4,"Highly Urban/ Urban"
"226",278,1644.69454113606,0,57,0,10,216984.865543075,"No",0,"z_No","z_F","PhD","",39.9254135042812,"Commercial",20590,1,"Pickup","no",0,0,"No",5,13,"Highly Urban/ Urban"
"227",279,6418,0,58,0,13,103554.829829662,"No",322977.8814543,"z_No","z_F","Masters","Lawyer",48.7863942897372,"Private",30580,1,"Sports Car","no",0,0,"No",0,17,"z_Highly Rural/ Rural"
"228",280,1185.41040356939,0,39,0,13,NA,"No",90212.0169655484,"Yes","M","z_High School","Clerical",7.03283085725038,"Commercial",5480,1,"Pickup","yes",2904,2,"No",1,1,"Highly Urban/ Urban"
"229",282,3920,0,31,2,7,35053.2524852196,"Yes",125624.678783987,"z_No","M","z_High School","z_Blue Collar",27.9176945023232,"Commercial",12860,10,"Minivan","yes",0,0,"Yes",1,1,"Highly Urban/ Urban"
"230",283,4025,0,51,0,0,0,"No",100658.345797105,"Yes","z_F","z_High School","Home Maker",29.9640914155853,"Private",11750,7,"Sports Car","no",0,0,"No",3,NA,"Highly Urban/ Urban"
"231",284,5102.7434668496,0,47,0,5,68601.9179481831,"No",0,"z_No","M","<High School","z_Blue Collar",35.7549089429777,"Commercial",6200,1,"Pickup","yes",9136,4,"No",2,4,"Highly Urban/ Urban"
"232",285,7836,0,51,0,0,0,"No",87502.7917510657,"Yes","M","z_High School","Student",16.246121015423,"Commercial",6720,1,"Pickup","no",3029,2,"No",0,NA,"Highly Urban/ Urban"
"233",286,6879,0,40,3,16,52474.5796392774,"Yes",0,"z_No","z_F","Masters","Lawyer",8.79727007877231,"Private",10750,1,"z_SUV","no",0,0,"No",3,16,"Highly Urban/ Urban"
"234",287,3288,0,62,0,16,103109.211277608,"No",344523.184394402,"Yes","M","Masters","Lawyer",41.3501004232447,"Private",11810,1,"z_SUV","yes",0,0,"No",0,15,"Highly Urban/ Urban"
"235",289,4021,0,35,1,12,8276.23323023959,"No",0,"Yes","z_F","z_High School","Student",12.7963207128476,"Commercial",2330,10,"Sports Car","no",0,0,"No",4,7,"Highly Urban/ Urban"
"236",290,2327,0,42,0,10,58452.9840734636,"No",202235.538270517,"z_No","z_F","Bachelors","z_Blue Collar",29.2360026575918,"Commercial",9480,4,"Sports Car","no",0,0,"No",1,NA,"Highly Urban/ Urban"
"237",291,29865.051879164,1,41,4,8,175782.92500895,"Yes",0,"z_No","z_F","PhD","",45.5264007272512,"Commercial",21520,11,"Pickup","no",4082,2,"No",4,17,"Highly Urban/ Urban"
"238",292,3755,0,30,1,0,0,"No",0,"Yes","M","z_High School","Student",21.1440531614325,"Private",4500,1,"Pickup","no",754,1,"No",0,7,"Highly Urban/ Urban"
"239",293,3429,0,32,3,14,NA,"No",128775.841405561,"Yes","z_F","<High School","z_Blue Collar",33.6541108476509,"Private",6890,1,"Sports Car","no",36000,4,"Yes",1,NA,"Highly Urban/ Urban"
"240",296,5297,0,35,2,0,0,"No",59495.5105593333,"Yes","z_F","Bachelors","Home Maker",20.5371134518086,"Private",5000,6,"Sports Car","no",4477,1,"No",0,13,"Highly Urban/ Urban"
"241",297,4699,0,29,3,0,0,"Yes",0,"z_No","z_F","z_High School","Student",12.4773180382452,"Commercial",6720,1,"Sports Car","no",52445,3,"Yes",5,6,"Highly Urban/ Urban"
"242",298,6606,0,49,0,12,24512.5147436024,"No",148421.834884682,"Yes","M","<High School","z_Blue Collar",26.6980696673397,"Private",8850,1,"Minivan","yes",1263,1,"No",1,1,"Highly Urban/ Urban"
"243",299,4799,1,56,2,0,0,"Yes",0,"z_No","z_F","<High School","Student",35.2098971084043,"Private",23630,1,"Minivan","no",10612,3,"No",2,8,"Highly Urban/ Urban"
"244",301,3244,1,42,1,NA,49120.3733413431,"Yes",197752.43110188,"z_No","z_F","Bachelors","Manager",37.1421660249909,"Private",10440,1,"z_SUV","no",0,0,"No",0,9,"Highly Urban/ Urban"
"245",304,6250,0,37,0,10,55242.4730173243,"No",183992.085630914,"z_No","M","z_High School","z_Blue Collar",30.290944185312,"Commercial",8700,6,"Pickup","no",33030,2,"Yes",0,1,"Highly Urban/ Urban"
"246",305,3408,0,53,0,13,80022.7758780208,"No",246531.979010193,"Yes","z_F","Bachelors","z_Blue Collar",57.9987784478792,"Commercial",20990,4,"Sports Car","no",29379,2,"Yes",5,9,"Highly Urban/ Urban"
